6.403022226490904178e-05 1.272600667515067126e-03 8.804155561424992736e-05 1.772036401181357676e-02 0.000000000000000000e+00 2.569212668379475002e-03 4.321239625103048820e-02 3.201511113245452089e-05 5.706693559360018035e-03 0.000000000000000000e+00 5.762720003841813321e-02 6.514274737676183091e-02 1.296612000864407963e-02 2.786275121857516579e-01 1.600755556622726044e-05 2.024955779127748153e-03 0.000000000000000000e+00 3.906563898159931547e-01 1.026084311795167313e-02 1.117487454078325004e-01 3.201511113245452089e-05 8.003777783113630222e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.600755556622726044e-05 0.000000000000000000e+00 1.360642223129317121e-04 3.201511113245452089e-05 4.001888891556814942e-05
6.750778305751270469e-02 2.556119941012616886e-02 4.260199901687694232e-03 9.175815172865803629e-03 9.847615926593478175e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.917089955759462491e-02 4.291332131738489486e-01 1.638538423726036393e-03 1.638538423726036285e-04 1.753236113386858960e-02 1.638538423726036285e-04 2.670817630673439150e-02 1.068327052269375660e-01 3.277076847452072787e-03 0.000000000000000000e+00 6.177289857447157417e-02 1.999016876945764257e-02 1.638538423726036285e-04 1.851548418810421148e-02 3.113223005079468995e-03 6.718007537276748931e-03 0.000000000000000000e+00 3.522857611010977996e-02 0.000000000000000000e+00 3.686711453383581527e-02 4.587907586432901814e-03 3.440930689824676578e-03
9.191077667293738249e-03 1.074979844127922667e-04 2.182209083579682990e-02 0.000000000000000000e+00 2.080085998387530208e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.595538833646868992e-01 8.438591776404193168e-03 0.000000000000000000e+00 2.026337006181134007e-02 1.128728836334318706e-03 2.149959688255845334e-04 0.000000000000000000e+00 5.482397205052405575e-03 6.987368986831496388e-04 1.773716742811072252e-03 6.987368986831496388e-04 5.374899220639613336e-05 2.241332975006718742e-01 9.997312550389679531e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.568664337543671024e-03 7.471109916689062415e-03 3.063692555764579561e-03 2.149959688255845334e-04 3.224939532383767730e-04
4.851978286417818476e-02 2.462364989646874305e-03 5.036655660641334298e-04 6.631596619844423723e-02 2.058872908388829914e-01 2.798142033689630286e-04 1.510996698192400289e-03 7.666909172309586268e-03 8.612681179696680955e-02 4.532990094577200868e-03 2.518327830320667149e-03 4.421064413229615180e-03 6.267838155464771667e-03 5.596284067379260030e-05 1.158430801947506888e-02 3.805473165817896929e-03 0.000000000000000000e+00 3.313000167888521807e-02 3.117130225530247850e-02 5.204544182662711529e-03 5.260507023336504807e-03 6.038390508702221743e-02 4.644915775924785689e-03 0.000000000000000000e+00 2.014662264256533719e-03 2.854104874363422480e-03 3.437797302591079629e-01 4.337120152218926911e-02 1.572555822933572114e-02
2.290076335877862593e-02 2.798982188295165430e-02 5.089058524173027676e-02 1.017811704834605674e-02 0.000000000000000000e+00 2.544529262086514185e-03 7.124681933842239023e-02 0.000000000000000000e+00 7.633587786259541687e-03 0.000000000000000000e+00 5.089058524173028369e-03 2.722646310432569883e-01 0.000000000000000000e+00 1.297709923664122078e-01 0.000000000000000000e+00 2.544529262086514185e-03 0.000000000000000000e+00 7.124681933842239023e-02 1.017811704834605674e-02 1.017811704834605674e-02 1.272264631043256988e-01 2.544529262086514185e-03 0.000000000000000000e+00 1.323155216284987168e-01 0.000000000000000000e+00 1.272264631043256919e-02 2.290076335877862593e-02 2.544529262086514185e-03 5.089058524173028369e-03
3.707907680665909790e-03 1.430192962542565192e-02 3.783579265985622655e-04 2.156640181611804707e-02 3.488460083238743847e-02 3.503594400302686290e-02 3.014755959137344066e-01 3.541430192962542745e-02 1.286416950435111638e-02 2.421490730230798239e-03 1.823685206205069922e-02 2.202043132803632383e-02 1.399924328414680307e-02 5.069996216420733989e-03 3.405221339387060064e-03 9.458948164964056313e-03 0.000000000000000000e+00 5.698070374574347452e-02 6.992054483541430832e-02 3.639803253878168970e-02 1.513431706394248899e-04 1.800983730609156258e-02 2.300416193719258262e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.218312523647370471e-02 2.071888006053726750e-01 3.269012485811578078e-02 9.231933409004917934e-03
1.809640522875817156e-02 6.331699346405228815e-03 2.859477124183006677e-04 3.946078431372548878e-02 3.306372549019607754e-01 0.000000000000000000e+00 1.932189542483660205e-02 1.143790849673202671e-03 3.668300653594771393e-02 7.761437908496731557e-04 8.578431372549019489e-04 2.450980392156862711e-03 4.493464052287581348e-03 2.536764705882352949e-02 1.335784313725490134e-02 5.718954248366013354e-04 0.000000000000000000e+00 6.372549019607843049e-03 1.854575163398692814e-02 1.625816993464052410e-02 3.880718954248366104e-03 4.493464052287581348e-03 2.859477124183006677e-04 0.000000000000000000e+00 1.225490196078431356e-04 7.352941176470588133e-04 3.987336601307189810e-01 3.758169934640522708e-02 1.315359477124183017e-02
1.043478260869565161e-01 3.260869565217391127e-03 2.173913043478260896e-03 3.260869565217391127e-03 3.043478260869565341e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.543478260869565133e-02 0.000000000000000000e+00 0.000000000000000000e+00 9.782608695652174682e-03 1.499999999999999944e-01 2.608695652173912902e-02 7.065217391304347283e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.826086956521739121e-02 1.086956521739130448e-03 0.000000000000000000e+00 1.402173913043478215e-01 0.000000000000000000e+00 2.173913043478260896e-03 0.000000000000000000e+00 3.260869565217391127e-03 1.413043478260869561e-02 3.054347826086956652e-01 2.826086956521739121e-02 2.173913043478260809e-02
1.618384851917786045e-04 9.710309111506715621e-03 3.074931218643793540e-03 6.926687166208124469e-02 3.414792037546528908e-02 1.618384851917786045e-04 4.369639100178021943e-03 1.618384851917786045e-04 1.132869396342450286e-03 1.537465609321896770e-02 2.751254248260236440e-03 1.407994821168473965e-01 2.994011976047904200e-02 7.622592652532772517e-02 1.618384851917786045e-04 8.091924259588930768e-04 0.000000000000000000e+00 4.801747855640071116e-01 2.767438096779414186e-02 2.492312671953390499e-02 0.000000000000000000e+00 1.181420941899983743e-02 5.664346981712251212e-03 4.855154555753358136e-04 0.000000000000000000e+00 4.855154555753358136e-04 4.450558342773911630e-02 1.116685547823272409e-02 4.855154555753357810e-03
4.305177111716620986e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.724795640326975379e-03 3.596730245231607448e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.269754768392370281e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.174386920980925703e-03 0.000000000000000000e+00 1.280653950953678510e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.634877384196185141e-02 2.724795640326975379e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.634877384196185141e-02 0.000000000000000000e+00 2.724795640326975379e-03
